cd_ncm_prod_serv,ds_ncm_01,ds_ncm_02,ds_ncm_03,ds_ncm_04,ds_ncm_05,cd_ean_prod_serv,ds_prod_serv
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","BOLO LIMAO C COBERTURA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO DE LEITE"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,7891737050689,"MINI BAGUETE 940G"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO DE LEITE"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO FRANCES KG"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,7891737050689,"MINI BAGUETE 940G"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,7891737013493,"&MINI PAO FRANC 1.9KG"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO DE FORMA S CASCA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO MINI MILHO"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO DE LEITE"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO DE LEITE"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO FRANCES KG"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","GRANDE PEPPERONI"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO MINI MILHO"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO MINI LEITE"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO FRANCES KG"
20058000,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06.","Milho doce (Zea mays var. saccharata)","Milho doce (Zea mays var. saccharata)","Milho doce (Zea mays var. saccharata)","SEM GTIN","PAMONHA TRAD CONGE CCOCO -GDE."
20058000,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06.","Milho doce (Zea mays var. saccharata)","Milho doce (Zea mays var. saccharata)","Milho doce (Zea mays var. saccharata)","SEM GTIN","PAMONHA TRAD CONGE CCOCO -GDE."
20089900,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Fruta e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, mesmo com adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas noutras posições.","Outras, incluindo as misturas, com exclusão das da subposição 2008.19:",Outras,Outras,7898130772132,"POLPA TANGER 10X100G"
20089900,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Fruta e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, mesmo com adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas noutras posições.","Outras, incluindo as misturas, com exclusão das da subposição 2008.19:",Outras,Outras,7898130772132,"POLPA TANGER 10X100G"
20096100,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Sucos (sumos) de fruta (incluindo os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes.","Suco (sumo) de uva (incluindo os mostos de uvas):","Com valor Brix não superior a 30","Com valor Brix não superior a 30",7891141023910,"SC UVA CASA DE BENTO"
20096900,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Sucos (sumos) de fruta (incluindo os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes.","Suco (sumo) de uva (incluindo os mostos de uvas):",Outros,Outros,7898070110841,"SUCO CASA MADEIRA"
20096900,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Sucos (sumos) de fruta (incluindo os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes.","Suco (sumo) de uva (incluindo os mostos de uvas):",Outros,Outros,7891141019838,"SUCO AUR UVA 1 5L UN"
20098990,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Sucos (sumos) de fruta (incluindo os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes.","Suco (sumo) de qualquer outra fruta ou produto hortícola:",Outros,Outros,7896004400075,"L COCO SOCOCO 200 UN"
20098990,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Sucos (sumos) de fruta (incluindo os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes.","Suco (sumo) de qualquer outra fruta ou produto hortícola:",Outros,Outros,7896004400075,"L COCO SOCOCO 200 UN"
20098990,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Sucos (sumos) de fruta (incluindo os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes.","Suco (sumo) de qualquer outra fruta ou produto hortícola:",Outros,Outros,7896004400075,"L COCO SOCOCO 200 UN"
20098990,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Sucos (sumos) de fruta (incluindo os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes.","Suco (sumo) de qualquer outra fruta ou produto hortícola:",Outros,Outros,7896004400075,"L COCO SOCOCO 200 UN"
20098990,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Sucos (sumos) de fruta (incluindo os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes.","Suco (sumo) de qualquer outra fruta ou produto hortícola:",Outros,Outros,7896004400075,"L COCO SOCOCO 200 UN"
21031010,"Preparações alimentícias diversas.","Preparações para molhos e molhos preparados; condimentos e temperos compostos; farinha de mostarda e mostarda preparada.","Molho de soja","Molho de soja","Em embalagens imediatas de conteúdo inferior ou igual a 1 kg",7896007811007,"MOLHO SAKURA 150ML UN"
21032010,"Preparações alimentícias diversas.","Preparações para molhos e molhos preparados; condimentos e temperos compostos; farinha de mostarda e mostarda preparada.","Ketchup e outros molhos de tomate","Ketchup e outros molhos de tomate","Em embalagens imediatas de conteúdo inferior ou igual a 1 kg",8076809513692,"MOLHO NAPOLETANA"
21032010,"Preparações alimentícias diversas.","Preparações para molhos e molhos preparados; condimentos e temperos compostos; farinha de mostarda e mostarda preparada.","Ketchup e outros molhos de tomate","Ketchup e outros molhos de tomate","Em embalagens imediatas de conteúdo inferior ou igual a 1 kg",8076809513661,"MOLHO BOLOGNESE"
21032010,"Preparações alimentícias diversas.","Preparações para molhos e molhos preparados; condimentos e temperos compostos; farinha de mostarda e mostarda preparada.","Ketchup e outros molhos de tomate","Ketchup e outros molhos de tomate","Em embalagens imediatas de conteúdo inferior ou igual a 1 kg",8076809513661,"MOLHO BOLOGNESE"
21069050,"Preparações alimentícias diversas.","Preparações alimentícias não especificadas nem compreendidas noutras posições.",Outras,Outras,"Gomas de mascar, sem açúcar",7895800201503,"GOMA TRIDENT 8G UN"
21069090,"Preparações alimentícias diversas.","Preparações alimentícias não especificadas nem compreendidas noutras posições.",Outras,Outras,Outras,"SEM GTIN","Cam Internaciona"
22021000,"Bebidas, líquidos alcoólicos e vinagres.","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sucos (sumos) de fruta ou de produtos hortícolas, da posição 20.09.","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas",7892840812850,"PR H2OH C GAS PET UN"
22021000,"Bebidas, líquidos alcoólicos e vinagres.","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sucos (sumos) de fruta ou de produtos hortícolas, da posição 20.09.","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas",7894900700398,"REF C COLA ZER 220ML"
22021000,"Bebidas, líquidos alcoólicos e vinagres.","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sucos (sumos) de fruta ou de produtos hortícolas, da posição 20.09.","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas",7892840812423,"AGUA H2OH 500ML UN"
22021000,"Bebidas, líquidos alcoólicos e vinagres.","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sucos (sumos) de fruta ou de produtos hortícolas, da posição 20.09.","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas","Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas",7892840812850,"PR H2OH C GAS PET UN"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395020217,"CERV ITAIPA 473ML UN"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395020217,"CERV ITAIPAV 473ML UN"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395020279,"CERV ITAIPAV 350ML UN"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395020217,"CERV ITAIPA 473ML UN"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395020217,"CERV ITAIPA 473ML UN"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395020217,"CERV ITAIPA 473ML UN"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395020217,"CERV ITAIPA 473ML UN"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395040307,"CERV ITAIP 269ML UN"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395020217,"CERV ITAIPA 473ML UN"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395020217,"CERV ITAIPA 473ML UN"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395040437,"&CERVEJA ITAIPAVA"
22030000,"Bebidas, líquidos alcoólicos e vinagres.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.","Cervejas de malte.",7897395040437,"&CERVEJA ITAIPAVA"
22072019,"Bebidas, líquidos alcoólicos e vinagres.","Álcool etílico não desnaturado, com um teor alcoólico, em volume, igual ou superior a 80 % vol; álcool etílico e aguardentes, desnaturados, com qualquer teor alcoólico.","Álcool etílico e aguardentes, desnaturados, com qualquer teor alcoólico","Álcool etílico e aguardentes, desnaturados, com qualquer teor alcoólico",Outros,7896090704460,"GEL ANTI-SEP COPER UN"
22086000,"Bebidas, líquidos alcoólicos e vinagres.","Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.",Vodca,Vodca,Vodca,"SEM GTIN","Taxa ZN 2"
25010011,"Sal; enxofre; terras e pedras; gesso, cal e cimento.","Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.","Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.","Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.","Sal marinho",7891095600847,"SAL M VITA 1KG 084 UN"
25010011,"Sal; enxofre; terras e pedras; gesso, cal e cimento.","Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.","Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.","Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.","Sal marinho",7891095600847,"SAL M VITA 1KG 084 UN"
25010011,"Sal; enxofre; terras e pedras; gesso, cal e cimento.","Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.","Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.","Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.","Sal marinho",7891095600847,"SAL M VITA 1KG 084 UN"
27101230,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais.","Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos; resíduos de óleos.","Óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, exceto os que contenham biodiesel e exceto os resíduos de óleos:","Óleos leves e preparações","Aguarrás mineral (white spirit)",7899381797899,"SOLVENTE AGUARRAS/SOLVRAZ 900ML"
27101259,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais.","Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos; resíduos de óleos.","Óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, exceto os que contenham biodiesel e exceto os resíduos de óleos:","Óleos leves e preparações",Outras,"SEM GTIN","GASOLINA COMUM Bico 06"
27101921,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais.","Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos; resíduos de óleos.","Óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, exceto os que contenham biodiesel e exceto os resíduos de óleos:",Outros,"“Gasóleo” (óleo diesel)","SEM GTIN","OLEO DIESEL B S10"
28289011,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos.","Hipocloritos; hipoclorito de cálcio comercial; cloritos; hipobromitos.",Outros,Outros,"De sódio",7896013100461,"AGUA SAN OLIMPO 1L UN"
28289011,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos.","Hipocloritos; hipoclorito de cálcio comercial; cloritos; hipobromitos.",Outros,Outros,"De sódio",7896013100461,"AGUA SAN OLIMPO 1L UN"
30039019,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7897595901514,"CEWIN 500MG EFERV CPD/10 D3"
30039019,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7897595901514,"CEWIN 500MG EFERV CPD/10 D3"
30039019,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7891106006279,"REDOXON 1G EFERV LAR CPD/10D3"
30039099,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7896422507738,"LOSARTAN 50 MEG 30'S"
30039099,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7896422507738,"LOSARTAN 50 MEG 30'S"
30039099,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7896422507738,"LOSARTAN 50 MEG 30'S"
30039099,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7896422507738,"LOSARTAN 50 MEG 30'S"
30039099,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7897460400357,"TRANSAMIN 12 CPR"
30039099,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7896422507738,"LOSARTAN 50 MEG 30'S"
30039099,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7896422507738,"LOSARTAN 50 MEG 30'S"
30039099,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7896422507738,"LOSARTAN 50 MEG 30'S"
30039099,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.",Outros,Outros,Outros,7896422507738,"LOSARTAN 50 MEG 30'S"
30042021,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho.","Outros, que contenham antibióticos","Outros, que contenham antibióticos","Eritromicina ou seus sais",7894916500609,"AZI 1500MG C/DIL REF60"
30043290,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho.","Outros, que contenham hormônios ou outros produtos da posição 29.37:","Que contenham hormônios corticosteroides, seus derivados ou análogos estruturais",Outros,7896658003653,"COMBIRON FOLICO 45'S"
30045090,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho.","Outros, que contenham vitaminas ou outros produtos da posição 29.36","Outros, que contenham vitaminas ou outros produtos da posição 29.36",Outros,7896658003653,"COMBIRON FOLICO 45 DRG"
30045090,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho.","Outros, que contenham vitaminas ou outros produtos da posição 29.36","Outros, que contenham vitaminas ou outros produtos da posição 29.36",Outros,7899470800240,"VITER C 1G 10CPR EFV"
30045090,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho.","Outros, que contenham vitaminas ou outros produtos da posição 29.36","Outros, que contenham vitaminas ou outros produtos da posição 29.36",Outros,7897595900708,"CEWIN GTS 20ML"
30049042,"Produtos farmacêuticos.","Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho.",Outros,Outros,"Atenolol; prilocaína ou seu cloridrato; talidomida",7896004705873,"ATENOLOL 50MG 30 CPR G"
