cd_ncm_prod_serv,ds_ncm_01,ds_ncm_02,ds_ncm_03,ds_ncm_04,ds_ncm_05,cd_ean_prod_serv,ds_prod_serv,cnpj,cd_prod_serv,estabelecimento
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes",7896024723482,"BISC LEITE MALT",00063960004864,00000255639,"WMB SUPERMERCADOS DO BRASIL LTDA."
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes",7896003704167,"BISC MAR CH 330G UN",39346861007840,163011700,"CENCOSUD BRASIL COMERCIAL LTDA"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes",7891152321166,"BISC MARIA 400G FO UN",39346861007840,109948900,"CENCOSUD BRASIL COMERCIAL LTDA"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes",7896213002091,"BISC VIT CRAC 400G UN",39346861007840,113388200,"CENCOSUD BRASIL COMERCIAL LTDA"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes",7891152321166,"BISC MARIA 400G FO UN",39346861007840,109948900,"CENCOSUD BRASIL COMERCIAL LTDA"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes","SEM GTIN","BI AVO BOLA",10820277000114,4004,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes","SEM GTIN","BI SEQ PINGO OURO",10820277000114,5055,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes","SEM GTIN","BI AVO BOLA",10820277000114,4004,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19053100,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Bolachas e biscoitos, adicionados de edulcorantes","Bolachas e biscoitos, adicionados de edulcorantes","SEM GTIN","BI AVO BOLA",10820277000114,4004,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19053200,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Waffles e wafers","Waffles e wafers",7891000248768,"CHOC NES K KAT LTE UN",39346861007840,170357600200,"CENCOSUD BRASIL COMERCIAL LTDA"
19053200,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Waffles e wafers","Waffles e wafers",7891000248768,"CHOC NES K KAT LTE UN",39346861007840,170357600200,"CENCOSUD BRASIL COMERCIAL LTDA"
19053200,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.","Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers:","Waffles e wafers","Waffles e wafers",7891000248768,"CHOC NES K KAT LTE UN",39346861007840,170357600200,"CENCOSUD BRASIL COMERCIAL LTDA"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO DE MILHO",10820277000114,8481,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma",7898253589471,"PAO FORM LIM 350G UN",39346861007840,174156200,"CENCOSUD BRASIL COMERCIAL LTDA"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO DELICIA UNID. CRECHEIO",10820277000114,8029,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO FRANCES",03709039000170,901456,"CRISTIANA SOBRAL FARIAS"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO DE QUEIJO SIMPLES",03709039000170,902304,"CRISTIANA SOBRAL FARIAS"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN",EMPANADA,03709039000170,902493,"CRISTIANA SOBRAL FARIAS"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO MILHO BANDEJA UND",10820277000114,8405,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO DE MILHO",10820277000114,8481,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO DELICIA UNID. CRECHEIO",10820277000114,8029,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO DELICIA UNID. CRECHEIO",10820277000114,8029,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO DELICIA COM RECHEIO -BANDEJA COM 8 UNIDADES",10820277000114,8002,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19059010,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,"Pão de forma","SEM GTIN","PAO INTEGRAL MINI UND.",10820277000114,8923,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19059020,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Bolachas,7896005021101,"BISC PILAR PREMIUM UN",39346861007840,118837800,"CENCOSUD BRASIL COMERCIAL LTDA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO MINI MILHO",15507356000193,1244,"R R INDUSTRIACOMERCIO PANIFICACAO LTDA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO FRANCES KG",15507356000193,5,"R R INDUSTRIACOMERCIO PANIFICACAO LTDA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO DE LEITE",15507356000193,6,"R R INDUSTRIACOMERCIO PANIFICACAO LTDA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,7891737050689,"MINI BAGUETE 940G",00063960004864,00000762193,"WMB SUPERMERCADOS DO BRASIL LTDA."
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO DE LEITE",15507356000193,6,"R R INDUSTRIACOMERCIO PANIFICACAO LTDA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO FRANCES KG",15507356000193,5,"R R INDUSTRIACOMERCIO PANIFICACAO LTDA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO ASSADO DIVERSOS PANE HOUSE",13237300000211,1,"LIMIAR IND E COM DE ALIM LTDA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","GRANDE PEPPERONI",26317428000237,22004,"RUA ALIMENTAR COMERCIO DE ALIMENTOS E BEBIDAS"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,7891737050689,"MINI BAGUETE 940G",00063960004864,00000762193,"WMB SUPERMERCADOS DO BRASIL LTDA."
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO FRANCES KG",15507356000193,5,"R R INDUSTRIACOMERCIO PANIFICACAO LTDA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO MINI MILHO",15507356000193,1244,"R R INDUSTRIACOMERCIO PANIFICACAO LTDA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO DE LEITE",15507356000193,6,"R R INDUSTRIACOMERCIO PANIFICACAO LTDA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,7891737013493,"&MINI PAO FRANC 1.9KG",00063960004864,00000663394,"WMB SUPERMERCADOS DO BRASIL LTDA."
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO FRANCES KG",15507356000193,5,"R R INDUSTRIACOMERCIO PANIFICACAO LTDA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO DE FORMA S CASCA",15507356000193,37,"R R INDUSTRIACOMERCIO PANIFICACAO LTDA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO DE FORMA S CASCA",15507356000193,37,"R R INDUSTRIACOMERCIO PANIFICACAO LTDA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO FRANCES KG",15507356000193,5,"R R INDUSTRIACOMERCIO PANIFICACAO LTDA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO DE LEITE",15507356000193,6,"R R INDUSTRIACOMERCIO PANIFICACAO LTDA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","BOLO LIMAO C COBERTURA",10820277000114,2057,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","BOLO LIMAO C COBERTURA",10820277000114,2057,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO DE LEITE",15507356000193,6,"R R INDUSTRIACOMERCIO PANIFICACAO LTDA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO DE LEITE",15507356000193,6,"R R INDUSTRIACOMERCIO PANIFICACAO LTDA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO MINI LEITE",15507356000193,1253,"R R INDUSTRIACOMERCIO PANIFICACAO LTDA"
19059090,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes.",Outros,Outros,Outros,"SEM GTIN","PAO FRANCES KG",15507356000193,5,"R R INDUSTRIACOMERCIO PANIFICACAO LTDA"
20058000,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06.","Milho doce (Zea mays var. saccharata)","Milho doce (Zea mays var. saccharata)","Milho doce (Zea mays var. saccharata)","SEM GTIN","PAMONHA TRAD CONGE CCOCO -GDE.",10820277000114,8052,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
20058000,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06.","Milho doce (Zea mays var. saccharata)","Milho doce (Zea mays var. saccharata)","Milho doce (Zea mays var. saccharata)","SEM GTIN","PAMONHA TRAD CONGE CCOCO -GDE.",10820277000114,8052,"CAFETERIA E BISCOITOS FINOS SOLANGE EIRELI"
20089900,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Fruta e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, mesmo com adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas noutras posições.","Outras, incluindo as misturas, com exclusão das da subposição 2008.19:",Outras,Outras,7898130772132,"POLPA TANGER 10X100G",00063960004864,00000164146,"WMB SUPERMERCADOS DO BRASIL LTDA."
20089900,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Fruta e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, mesmo com adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas noutras posições.","Outras, incluindo as misturas, com exclusão das da subposição 2008.19:",Outras,Outras,7898130772132,"POLPA TANGER 10X100G",00063960004864,00000164146,"WMB SUPERMERCADOS DO BRASIL LTDA."
20096100,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Sucos (sumos) de fruta (incluindo os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes.","Suco (sumo) de uva (incluindo os mostos de uvas):","Com valor Brix não superior a 30","Com valor Brix não superior a 30",7891141023910,"SC UVA CASA DE BENTO",00063960004864,00000104459,"WMB SUPERMERCADOS DO BRASIL LTDA."
20096900,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Sucos (sumos) de fruta (incluindo os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes.","Suco (sumo) de uva (incluindo os mostos de uvas):",Outros,Outros,7898070110841,"SUCO CASA MADEIRA",00063960004864,00000243626,"WMB SUPERMERCADOS DO BRASIL LTDA."
20096900,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Sucos (sumos) de fruta (incluindo os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes.","Suco (sumo) de uva (incluindo os mostos de uvas):",Outros,Outros,7891141019838,"SUCO AUR UVA 1 5L UN",39346861007840,110215100,"CENCOSUD BRASIL COMERCIAL LTDA"
20098990,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Sucos (sumos) de fruta (incluindo os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes.","Suco (sumo) de qualquer outra fruta ou produto hortícola:",Outros,Outros,7896004400075,"L COCO SOCOCO 200 UN",39346861007840,109945600,"CENCOSUD BRASIL COMERCIAL LTDA"
20098990,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Sucos (sumos) de fruta (incluindo os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes.","Suco (sumo) de qualquer outra fruta ou produto hortícola:",Outros,Outros,7896004400075,"L COCO SOCOCO 200 UN",39346861007840,109945600,"CENCOSUD BRASIL COMERCIAL LTDA"
20098990,"Preparações de produtos hortícolas, fruta ou de outras partes de plantas.","Sucos (sumos) de fruta (incluindo os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes.","Suco (sumo) de qualquer outra fruta ou produto hortícola:",Outros,Outros,7896004400075,"L COCO SOCOCO 200 UN",39346861007840,109945600,"CENCOSUD BRASIL COMERCIAL LTDA"
